,recipe_name,cuisine,diet
1608,Yummy Idli,Indian,Vegetarian
1609,Amla Raita,Indian,Vegetarian
1610,Fish Pilaf (Palau),Anglo-Indian,Non-Vegetarian
1611,Yoghurt Sauce,Indian,Vegetarian
1612,Vegetable Au Gratin,French,Vegetarian
1613,Zuchini Olan,Indian,Vegetarian
1614,Vegetable and Cheese Burger,Indian,Kid-Friendly
1615,Whole Lime Pickle,Indian,Vegetarian
1616,Zesty Rajma,Indian,Vegetarian
1617,Tomato - Dahi Chutney,Indian,Vegetarian
1618,Aloo Raita,Indian,Vegetarian
1619,Ilish Bhape,Indian,Non-Vegetarian
1620,Vatta Kozhambu,Indian,Vegetarian
1621,Tomato and Mint Shorba,Indian,Vegetarian
1622,Aloo Tikki with mint,Indian,Vegetarian
1623,Yellow Split Peas Vadai,Indian,Vegetarian
1624,Sea Crabs Hot Fry,Indian,Non-Vegetarian
1625,Kaju Onion Bhajiya,Indian,Vegetarian
1626,Fruit Tiramisu,Italian,Vegetarian
1627,Almond Frosted Chocolate Pudding,American,Non-Vegetarian
1628,Potato Cauliflower Masala,Indian,Vegetarian
1629,Aloo Dil Vada,Indian,Vegetarian
1630,Amaranth Stem Sukke,Indian,Vegetarian
1631,Spicy Tomato Omelette,Indian,Vegetarian
1632,Ghar ka Khana- Aloo Gobi,Indian,Vegetarian
1633,Plain Aloo Amritsari,Indian,Vegetarian
1634,Traditional Mysore Rasam,Indian,Vegetarian
1635,Karela Salad,Indian,Vegetarian
1636,Trifle Fruit Pudding,Continental,Festive
1637,Aloo Vada,Indian,Vegetarian
1638,Curry Powder for Meat,Indian,Festive
1639,Zucchini and Chocolate Muffins,American,Kid-Friendly
1640,Butter Beans-Lima Beans Curry,Anglo-Indian,Vegetarian
1641,7 cups sweet for festivals,Indian,Festive
1642,Wholesome Soup,Indian,Vegetarian
1643,Lauki Ka Halwa with Mawa,Indian,Kid-Friendly
1644,Tricolour Sandwiches,American,Vegetarian
1645,Yummy egg do pyaza,Indian,Non-Vegetarian
1646,Naryal ki Kachori,Indian,Kid-Friendly
1647,Mustard Fish Curry,Indian,Non-Vegetarian
1648,Aloo Pitika,Indian,Vegetarian
1649,Vegetable Stuffed Chapatti,Indian,Kid-Friendly
1650,Vatha Kulambu,Indian,Vegetarian
1651,Whole Green Gram With Yoghurt,Indian,Vegetarian
1652,Variety Lassi,Indian,Festive
1653,Zest up with Lemons,Continental,Vegetarian
1654,Egg Pakoras,Anglo-Indian,Non-Vegetarian
1655,Yummy Gulab Jamuns,Indian,Kid-Friendly
1656,Microwaved Bottle gourd and Dal,Indian,Vegetarian
1657,Urad Vada,Indian,Vegetarian
1658,Xewali Phoolor Khar,Indian,Vegetarian
1659,Orange Cheese Souffle,American,Non-Vegetarian
1660,Watermelon Ice,Indian,Vegetarian
1661,Simple Fried Crab In Chilli Sauce,Malaysian,Non-Vegetarian
1662,Wholesome Broth with Khakra,Indian,Vegetarian
1663,Wheat Laddu,Indian,Festive
1664,Watermelon Frozen Dessert,Indian,Kid-Friendly
1665,Stuffed cuttlefish squids sambal,Malaysian,Non-Vegetarian
1666,Traditional Palak rice,Indian,Vegetarian
1667,Sweet Sesame Rice,Indian,Vegetarian
1668,Broccoli and Spinach Tikkis,Indian,Vegetarian
1669,Achari Gobi,Indian,Vegetarian
1670,Yogurt Soup,Indian,Non-Vegetarian
1671,Seafood Paella,Mediterranean,Kid-Friendly
1672,Trotters in Gravy,Anglo-Indian,Non-Vegetarian
1673,Vegetable Lasagne with Ricotta Cheese,Continental,Kid-Friendly
1674,Vanilla Pancakes,Anglo-Indian,Kid-Friendly
1675,Easy Aloo Jeera Fry,Indian,Vegetarian
1676,Pot Luck Casserole,Anglo-Indian,Kid-Friendly
1677,Aloo Bread Tikki,Indian,Vegetarian
1678,Traditional Undhiyu,Indian,Kid-Friendly
1679,Yoghurt Brownies,American,Kid-Friendly
1680,Vegetable Rice and Kurma,Indian,Vegetarian
1681,Khopra Pak,Indian,Festive
1682,Veggie Loaded Taco Roll,Mexican,Vegetarian
1683,Vegetable (Mixed) Kofta Curry,Anglo-Indian,Vegetarian
1684,Pushnikai (White Pumpkin) Halwa,Indian,Vegetarian
1685,Vagaarela Green Chillies,Indian,Vegetarian
1686,Semolina Pineapple Cake,English,Kid-Friendly
1687,Kesaria Lassi,Indian,Vegetarian
1688,Yellow Coconut Rice,Indian,Vegetarian
1689,Traditional Vanilla Ice cream,Indian,Festive
1690,Til Aur Nariyal Ki Barfi,Indian,Kid-Friendly
1691,Tofu Cabbage Miso Soup,Japanese,Vegetarian
1692,Wholesome Omelette,Indian,Non-Vegetarian
1693,Veg sandwich,Indian,Vegetarian
1694,Yummy Pork Roast,Anglo-Indian,Non-Vegetarian
1695,Aloo batter fried,Indian,Vegetarian
1696,Yoghurt chicken,Indian,Non-Vegetarian
1697,Eggless Pineapple Pastry,Continental,Kid-Friendly
1698,Sprouted Moong And Peanut Salad,Anglo-Indian,Vegetarian
1699,Ukdee Che Modak (Rice modak),Indian,Kid-Friendly
1700,Traditional Palak Paneer,Indian,Vegetarian
1701,Aloo Dum Awadhi,Indian,Kid-Friendly
1702,Vanilla flavored buttermilk cake,Indian,Kid-Friendly
1703,Basic Aloo Paratha,Indian,Vegetarian
1704,Veg Cream Sandwich,Continental,Kid-Friendly
1705,Vegetable Manchurian,Indian,Vegetarian
1706,Yumyum Noodles,Chinese,Non-Vegetarian
1707,Vatli Dal,Indian,Vegetarian
1708,Spicy Trotters Curry,Anglo-Indian,Non-Vegetarian
1709,Amul Cheese Dosa,Indian,Vegetarian
1710,Paneer Peshawar,Indian,Vegetarian
1711,Aappam with banana,Indian,Kid-Friendly
1712,Ulli Theeyal,Indian,Vegetarian
1713,Vegetable Rice Flour Roti,Indian,Vegetarian
1714,Adai with Rice and Daals,Indian,Vegetarian
1715,Lilvani Kachori,Indian,Vegetarian
1716,Vegetable Spring Rolls,Indo-Chinese,Vegetarian
1717,Yummy Rajma,Indian,Vegetarian
1718,Simple Ghee Rice,Indian,Vegetarian
1719,Traditional Paneer Burji,Indian,Vegetarian
1720,Yummy Momos,Indian,Non-Vegetarian
1721,Chawli Ke Parathe,Indian,Vegetarian
1722,Yummy Rava Ladoos,Indian,Vegetarian
1723,Yummy Rasgullas,Indian,Festive
1724,Focaccia Bread,American,Vegetarian
1725,Simple Aloo Paratha,Indian,Vegetarian
1726,Crispy and Yummy Chicken,Indian,Kid-Friendly
1727,Tasty Aam Ki Chutney,Indian,Vegetarian
1728,Ugadhi chutney,Indian,Vegetarian
1729,Aloo Tikki with coriander,Indian,Vegetarian
1730,Truffle in Paradise Ice-Cream,American,Kid-Friendly
1731,Aloo Aur Pyaaz Ki Sabzi,Indian,Vegetarian
1732,Tomato And Basil Bruschetta,Italian,Vegetarian
1733,Vegetable Soup Chowder,American,Vegetarian
1734,Aloo Deem Sheddo Phena Bhaat,Indian,Non-Vegetarian
1735,Vanilla Cupcakes with Applesauce,English,Non-Vegetarian
1736,Yummy Mango Kulfi,Indian,Kid-Friendly
1737,French Toast with Herbs,French,Non-Vegetarian
1738,Plain Aloo Mutter,Indian,Vegetarian
1739,Quick Akki Roti,Indian,Vegetarian
1740,White cake,American,Kid-Friendly
1741,Almond Cake with Eggs,Indian,Kid-Friendly
1742,Mutton Drumstick Curry,Indian,Non-Vegetarian
1743,Tortilla Rolls,Mexican,Kid-Friendly
1744,Whole curried mackerels,Anglo-Indian,Non-Vegetarian
1745,Whole Wheat Semolina Pulao,Indian,Vegetarian
1746,Doldol With Jaggery,Anglo-Indian,Festive
1747,Vanilla Pudding,Indian,Kid-Friendly
1748,Tomato Khakras,Indian,Festive
1749,Aloo Tamatar Sabzi,Indian,Vegetarian
1750,Traditional Paneer butter masala,Indian,Vegetarian
1751,Urad Dal Vadai,Indian,Vegetarian
1752,Vermicelli Cutlet,Indian,Vegetarian
1753,Ambode,Indian,Vegetarian
1754,Yam kuzhambhu,Indian,Vegetarian
1755,Uthappam,Indian,Vegetarian
1756,Tamarind Rice,Indian,Vegetarian
1757,Almond Milk Smoothie,Indian,Festive
1758,Tangy Onion Curry,Indian,Vegetarian
1759,Tangy Fish Tenga,Indian,Non-Vegetarian
1760,Cauliflower Soup,American,Vegetarian
1761,Yummy Fried Rice,Indian,Kid-Friendly
1762,Tuppa Dosa,Indian,Kid-Friendly
1763,Simple Anglo-Indian beef roast,Anglo-Indian,Non-Vegetarian
1764,Vegetable Chowmein,Chinese,Vegetarian
1765,X-Mas Porridge,Indian,Festive
1766,Crispy Walnut Cookies,Continental,Kid-Friendly
1767,Walnut Fudge Easter Eggs,Anglo-Indian,Festive
1768,Mazedar Aloo Palak,Indian,Vegetarian
1769,Traditional Palak Raita,Indian,Vegetarian
1770,Aloo Gobi Fry with Eggs,Indian,Non-Vegetarian
1771,vegetable noodles,Chinese,Vegetarian
1772,Traditional Avial,Indian,Vegetarian
1773,Yummy Ras Malai,Indian,Festive
1774,Zucchini Muffins,Continental,Kid-Friendly
1775,Yellow Dal with Dill and Spinach,Indian,Vegetarian
1776,Dal Makhani with Chana Dal,Indian,Vegetarian
1777,Cheese and Vegetable Rolls,American,Non-Vegetarian
1778,Aam Panna with Rock Salt and Roasted Cumin,Indian,Vegetarian
1779,Turnip Masala,Indian,Vegetarian
1780,Evening Halo,Indian,Kid-Friendly
1781,Vadakari,Indian,Vegetarian
1782,Custard Pastry,Indian,Kid-Friendly
1783,Scarlett Grape Juice,Continental,Kid-Friendly
1784,Choco Chip Buns,Continental,Kid-Friendly
1785,Traditional pongal,Indian,Vegetarian
1786,Vegetable Paella,Continental,Vegetarian
1787,Cocojam Rolls,Indian,Kid-Friendly
1788,Vegetable chow chow,Chinese,Vegetarian
1789,Veggie Rice Soup,Indian,Kid-Friendly
1790,Khirapath,Indian,Festive
1791,Aloo Matar in Dahi,Indian,Vegetarian
1792,Tuvar Dal,Indian,Vegetarian
1793,Sakkarai Pongal,Indian,Vegetarian
1794,Okra-pepper Curry,Indian,Vegetarian
1795,Vegetable Puffs,Anglo-Indian,Vegetarian
1796,Quick Aloo Posto,Indian,Festive
1797,Vegetable Powder,Indian,Vegetarian
1798,Mutton with Arbi,Indian,Non-Vegetarian
1799,Marie Biscuit Choco Magic,Anglo-Indian,Kid-Friendly
1800,Aloo Pethe Ka Saag,Indian,Vegetarian
1801,White Pumpkin - Ash Gourd In Dhal,Anglo-Indian,Vegetarian
1802,Okra Pakodas,Indian,Vegetarian
1803,Yoghurt Kebabs,Indian,Vegetarian
1804,Modern Paneer Butter Masala,Indian,Vegetarian
1805,Mutton Palak and Methi,Indian,Non-Vegetarian
1806,Yeriyappa,Indian,Festive
1807,Paneer Lajawab,Indian,Vegetarian
1808,Veg pulao with Cauliflower,Indian,Vegetarian
1809,Cabbage and dal crumble (Cabbage usili),Indian,Kid-Friendly
1810,Lauki Dal,Indian,Vegetarian
1811,Wheat-Cabbage rotis,Indian,Vegetarian
1812,Urad Dal Raita,Indian,Vegetarian
1813,Zeera Rice,Indian,Kid-Friendly
1814,Quick Tinda Curry,Indian,Vegetarian
1815,Bottle Gourd With Split Peas,Indian,Vegetarian
1816,Urad Dal Vada in Sugar Syrup,Indian,Vegetarian
1817,Duck Vindaloo,Anglo-Indian,Non-Vegetarian
1818,Scrumptious Fried Rice,Indian,Vegetarian
1819,Shrimp Scampi,Italian,Non-Vegetarian
1820,Special Karela Pickle,Indian,Vegetarian
1821,Traditional Palak Dal,Indian,Vegetarian
1822,Rasagolla,Indian,Festive
1823,Rava Payasam,Indian,Vegetarian
1824,Vendaya Keerai Masiyal,Indian,Vegetarian
1825,Simple beetroot chutney,Indian,Vegetarian
1826,Tuna Patties,Indian,Kid-Friendly
1827,Peanut chutney with Spices,Indian,Kid-Friendly
1828,Indian Egg Stew,Indian,Non-Vegetarian
1829,Seyal Dabroti (Masala Bread),Indian,Kid-Friendly
1830,Soya Bonda,Indian,Vegetarian
1831,Simple Kesari,Indian,Kid-Friendly
1832,Bottle Gourd with Soya,Indian,Vegetarian
1833,Semolina Coconut Sweet,Anglo-Indian,Festive
1834,Sodhi,Indian,Vegetarian
1835,Rice Noodles,Indian,Vegetarian
1836,Vegetable Marrow - Chowchow Side Dish,Anglo-Indian,Vegetarian
1837,Special Dosai Podi,Indian,Vegetarian
1838,Saffron Oats Peda,Indian,Kid-Friendly
1839,Til Pitha,Indian,Kid-Friendly
1840,Turkey Biryani,Indian,Festive
1841,Simple Fried Chicken,Continental,Non-Vegetarian
1842,Special Tomato Bhaat,Indian,Vegetarian
1843,Shark Mince Cutlets,Anglo-Indian,Non-Vegetarian
1844,Shrimp-Mango Curry,Indian,Kid-Friendly
1845,Vella Sundal,Indian,Festive
1846,Special Paneer in Cream,Indian,Vegetarian
1847,Salmon with Ginger and Coriander,Indian,Kid-Friendly
1848,Rawa pulihora,Indian,Vegetarian
1849,Aloo Mattar for Chappatis,Indian,Vegetarian
1850,Simple Idli Chaat,Indian,Kid-Friendly
1851,Tutti-Frutti Ice-cream,Continental,Festive
1852,Salmon Kebabs,Indian,Kid-Friendly
1853,Ridge Gourd Chutney (Hirekai Chutney),Indian,Non-Vegetarian
1854,Roasted Chilli Paste,Indian,Non-Vegetarian
1855,Ragda Pattice,Indian,Kid-Friendly
1856,Triffle Pudding,Indian,Kid-Friendly
1857,Urad dal with methi leaves,Indian,Vegetarian
1858,Spicy Poories,Indian,Vegetarian
1859,Special Sheer Kurma,Indian,Vegetarian
1860,Rice and Chicken Salad,Indian,Non-Vegetarian
1861,Vegetable And Nut Pinwheel,Continental,Kid-Friendly
1862,Sizzling Stir Fried Vegetables,Indian,Vegetarian
1863,Rice vegetable bake,Indian,Kid-Friendly
1864,Simple Carrot Kheer,Indian,Festive
1865,Sizzling Spinach-n-Yoghurt Dal,Indian,Kid-Friendly
1866,Savoury pork chops,Anglo-Indian,Non-Vegetarian
1867,Rajgiri Puris,Indian,Vegetarian
1868,Spaghetti with soya nuggets,Italian,Vegetarian
1869,Special Popcorn,Indian,Vegetarian
1870,Simple Cabbage pakoras,Indian,Vegetarian
1871,Shark Fish Salad,Indian,Non-Vegetarian
1872,Simple Potato - Peas Fry,Indian,Vegetarian
1873,Ras-Batate,Indian,Vegetarian
1874,Salad Nicoise,Indian,Non-Vegetarian
1875,Special Mango Pachadi,Indian,Kid-Friendly
1876,Raspberry Peach Crumble,Continental,Non-Vegetarian
1877,Sauce aux Crevettes,African,Non-Vegetarian
1878,Sauteed Baingan Masala,Indian,Vegetarian
1879,Shrimp Stew,Indian,Non-Vegetarian
1880,Simple Gulab Jamun,Indian,Festive
1881,Special Kaju Barfi,Indian,Festive
1882,Simple Anglo-Indian Beef Curry,Anglo-Indian,Non-Vegetarian
1883,South Indian Egg Curry,Indian,Non-Vegetarian
1884,Shrimp Masala,Indian,Non-Vegetarian
1885,Special Paneer paratha,Indian,Vegetarian
1886,Simple Poricha Kuzhambhu,Indian,Kid-Friendly
1887,Raw Banana Kura (Andhra),Indian,Vegetarian
1888,Special Naan,Indian,Vegetarian
1889,Special Tomato Chutney,Indian,Vegetarian
1890,Simple pepper chicken,Anglo-Indian,Non-Vegetarian
1891,Roast turkey with stuffing,Indian,Non-Vegetarian
1892,Roasted Almond Ice-Cream,Indian,Vegetarian
1893,Solan,Indian,Vegetarian
1894,Sheer Khurma,Indian,Festive
1895,Simple Garlic curry,Indian,Vegetarian
1896,Shrimp Slaw,Continental,Non-Vegetarian
1897,Red Chicken,Indian,Kid-Friendly
1898,Savoury Malpuas With Rabri,Indian,Kid-Friendly
1899,Sattu Paratha,Indian,Vegetarian
1900,Sizzling Stuffed Bhindi,Indian,Vegetarian
1901,Soya Grill,Asian,Vegetarian
1902,Simple Pineapple Upside-Down Cake,Continental,Festive
1903,Raw banana tikki,Indian,Vegetarian
1904,Simple Rava Dosa,Indian,Non-Vegetarian
1905,Simple Microwave Chocolate Cake,Continental,Kid-Friendly
1906,Radish pachadi,Indian,Kid-Friendly
1907,Special Potato Curry,Indian,Vegetarian
1908,Scrumptious Gulab Jamuns,Indian,Kid-Friendly
1909,Simple oats,Indian,High-Protein
1910,Salmon Vegetable Dip,Indian,Non-Vegetarian
1911,Smoked Salmon Burgers,American,Kid-Friendly
1912,Simple pork roast,Anglo-Indian,Non-Vegetarian
1913,Sago Hariyali Pakoda,Indian,Vegetarian
1914,Special Paneer Cutlets,Indian,Vegetarian
1915,Ragi pindi pakoda,Indian,Kid-Friendly
1916,Shimla Mirch Baingan Rizala,Indian,Vegetarian
1917,Special Hot Cross Buns,Anglo-Indian,Festive
1918,Special Kanda Poha,Indian,Vegetarian
1919,Scones,Continental,Kid-Friendly
1920,Jiffy Chocolate Souffle,Anglo-Indian,Kid-Friendly
1921,Rava Thalipeeth,Indian,Vegetarian
1922,Raw plantain kofta curry,Indian,Vegetarian
1923,Red Chicken Fry,Indian,Non-Vegetarian
1924,Vermicelli Halwa,Indian,Kid-Friendly
1925,Aloo-Paneer Paratha,Indian,Kid-Friendly
1926,Savoury Boiled Egg Fritters,Anglo-Indian,Non-Vegetarian
1927,Tur Dal Kofta,Indian,Vegetarian
1928,Flavoursome Tamarind Rice,Indian,Vegetarian
1929,Traditional Vegetable Noodles,Indian,Kid-Friendly
1930,Special Kakara,Indian,Festive
1931,Rice Noodle Dish,Indian,Vegetarian
1932,Ridge or Bottle Gourd with Greens,Indian,Non-Vegetarian
1933,Yetti Fry (Prawn Fry),Indian,Non-Vegetarian
1934,Shrimp Salsa,Mexican,Non-Vegetarian
1935,Cucumber Banana Raita,Indian,Vegetarian
1936,Special Paneer Jalfrezi,Indian,Vegetarian
1937,Yam Okra Pepper Fry,Indian,Vegetarian
1938,Veggie Herb Flavoured Toor Dal,Indian,Vegetarian
1939,Tuna Cutlet,Indian,Non-Vegetarian
1940,Yummy Kaju Burfi,Indian,Festive
1941,Soya Parotha,Indian,Vegetarian
1942,Horse gram drink,Indian,Kid-Friendly
1943,Roasted Jacket Potatoes,Indian,Vegetarian
1944,Easy rava dosa,Indian,Kid-Friendly
1945,Akrot-Anaanas Raita,Indian,Festive
1946,Sizzling Spinach Chutney,Indian,Vegetarian
1947,Rasam Dosa,Indian,Vegetarian
1948,Chilled Rice Pudding,Indian,Non-Vegetarian
1949,Chocolate Souffle,Anglo-Indian,Festive
1950,Red chilli chammanthi,Indian,Vegetarian
1951,Special Onion Dosas,Indian,Vegetarian
1952,Adai with Red Chillies,Indian,Vegetarian
1953,Ucche Bhaja,Indian,Vegetarian
1954,Vegetable khichdi,Indian,Vegetarian
1955,Shahi Machhi Patiala,Indian,Non-Vegetarian
1956,Radish leaves dal,Indian,Vegetarian
1957,Zesty Coriander Rice,Indian,Vegetarian
1958,Sabudana and Aloo Vada,Indian,Vegetarian
1959,Tangy Vada Curry,Indian,Vegetarian
1960,Sassy Tomato Thugayal,Indian,Kid-Friendly
1961,Special Methi Pulao,Indian,Vegetarian
1962,Shahi Parantha,Indian,Vegetarian
1963,Phaldari Kofta,Indian,Vegetarian
1964,Red Fish Curry - Kerala style,American,Non-Vegetarian
1965,Simple Potato Curry,Indian,Vegetarian
1966,Aloo Rassewale,Indian,Vegetarian
1967,Tortilla Wrap,Mexican,Vegetarian
1968,X'Mas Delight,Indian,Festive
1969,Red Lentil and Barley Soup,American,Vegetarian
1970,Almond Milkshake,Indian,Kid-Friendly
1971,Whole Wheat Palak Paratha,Indian,Vegetarian
1972,Special Paneer Tikka,Indian,Vegetarian
1973,Potato Raita,Indian,Vegetarian
1974,Hot n Spicy Tomato Chutney,Indian,Vegetarian
1975,Aloo Tamatar,Indian,Vegetarian
1976,Special Vadakari,Indian,Vegetarian
1977,Whole Chicken Pot Roast,Anglo-Indian,Non-Vegetarian
1978,Turai (Ridge gourd) Ke Sabzi,Indian,Vegetarian
1979,Cocoa Glace Icing,Continental,Festive
1980,Vegan Choco-Oats Cookies,Continental,Kid-Friendly
1981,Special Vegetable Pancake,Indian,Vegetarian
1982,Potato with spinach,Indian,Vegetarian
1983,Dahi Murgi,Indian,Non-Vegetarian
1984,Palak Snack,Indian,Vegetarian
1985,Yummy Yam Curry,Indian,Vegetarian
1986,Tri-Colour Stir-fry,Indian,Vegetarian
1987,Traditional Paneer Paratha,Indian,Kid-Friendly
1988,Chicken with pecans,Indian,Non-Vegetarian
1989,Vrat ke Jeera Aloo,Indian,Festive
1990,Vegetable Raita,Indian,Vegetarian
1991,Simple Pineapple Dessert,Indian,Kid-Friendly
1992,Yummy Almond Burfi,Indian,Kid-Friendly
1993,Yummy Bisi Bele Bath,Indian,Vegetarian
1994,Traditional Tomato Rasam,Indian,Vegetarian
1995,Egg And Cauliflower Casserole,Anglo-Indian,Non-Vegetarian
1996,Veg Boiled Yong Tow Foo,Chinese,Vegetarian
1997,Vegetable kuska,Indian,Vegetarian
1998,Dhapalam,Indian,Kid-Friendly
1999,Vegetable Pulao (Microwave),Indian,Vegetarian
2000,Vanilla flavored Canary Pudding,Indian,Kid-Friendly
2001,Whole Green Moong Dal,Indian,Vegetarian
2002,Aloo Mutter Masala,Indian,Vegetarian
2003,Turkey with Chestnut Dressing and Butter,Continental,Non-Vegetarian
2004,Sugar free Milk Chocolate,American,Vegetarian
2005,Winter Salad,Continental,Non-Vegetarian
2006,Tomato Risotto with Mascarpone,Italian,Vegetarian
2007,Whole meal Pita Bread,Indian,Kid-Friendly
2008,Traditional Onion Pickle,Indian,Vegetarian
2009,Vennaipoottu,Indian,Festive
2010,Urad Dal Chakki,Indian,Vegetarian
2011,Vazhapoo Porial,Indian,Vegetarian
2012,Dudhi I Jo Seero (Lauki Ka Halwa),Indian,Kid-Friendly
2013,Refreshing Sundae,Indian,Kid-Friendly
2014,Vadai Curry,Indian,Vegetarian
2015,Crispy Aloo Tikki with Noodles,Indian,Festive
2016,Pineapple Semolina Cake,Continental,Kid-Friendly
2017,Traditional Homemade Mysore Pak,Indian,Kid-Friendly
2018,Vermicelli Pudding with saffron,Indian,Festive
2019,Vrat ke Chawal,Indian,Festive
2020,Watermelon Mutton,Indian,Non-Vegetarian
2021,Vermicelli Daddojanam,Indian,Vegetarian
2022,Mango Pickle With Fenugreek,Indian,Vegetarian
2023,Yellow Pumpkin Adai,Indian,Vegetarian
2024,Veg Hariyali,Indian,Vegetarian
2025,Saboodana Khichidi,Indian,Festive
2026,Must-eat Gulab Jamuns,Indian,Kid-Friendly
2027,Traditional Dal Makhani,Indian,Vegetarian
2028,Quick n Easy Aloo Fry,Indian,Vegetarian
2029,Easy Akki Roti,Indian,Vegetarian
2030,Varuthu Ariatha Kuzhambu,Indian,Vegetarian
2031,Winter Ladoo ( Thandi Ke Ladoo ),Indian,Festive
2032,Tri colour poha,Indian,High-Protein
2033,White Pumpkin Morkuzhambu,Indian,Vegetarian
2034,Vegetable Dalma,Indian,Vegetarian
2035,Zucchini Kofta,Indian,Vegetarian
2036,Tomato Cucumber Pickups,Indian,Vegetarian
2037,Tasty American Chop Suey,Chinese,Vegetarian
2038,Paneer Sandwich Pakoras,Indian,Vegetarian
2039,Whole Moong Sprouts Raita,Indian,Festive
2040,Chicken Cheese and Egg Casserole,American,Non-Vegetarian
2041,Zucchini Rice,Indian,Vegetarian
2042,Yummy Pasta,Italian,Kid-Friendly
2043,Lauki Sabji,Indian,Vegetarian
2044,Amarantha Greens (Palak Saaru),Indian,Vegetarian
2045,Watermelon Chiller,Indian,Kid-Friendly
2046,Vegetable Pilaf (Palau),Anglo-Indian,Vegetarian
2047,Vegetable Barbeque,Indian,Vegetarian
2048,Wheat-Juwar Vada,Indian,Vegetarian
2049,Zucchini N Potato Vadai,Indian,Vegetarian
2050,Mango and Peach Cream,Continental,Vegetarian
2051,Vegetable Egg Rolls,Indian,Non-Vegetarian
2052,Doodhi Curry,Indian,Vegetarian
2053,Traditional Tomato Soup,Indian,Vegetarian
2054,Nutritious Aloo Palak,Indian,Vegetarian
2055,Vegan Chilli,South-American,Kid-Friendly
2056,Gulab Jamun,Indian,Vegetarian
2057,Tortilla Samosas,Indian,Kid-Friendly
2058,Yogi Rathna,Indian,Vegetarian
2059,Aloo Ki Sabzi,Indian,Vegetarian
2060,Plain Paras Khaja,Indian,Festive
2061,Rice and Dal Adai,Indian,Vegetarian
2062,Aloo Amritsari,Indian,Vegetarian
2063,Veggie Pesto Pasta,Italian,Festive
2064,Yakhni Pulao,Indian,Vegetarian
2065,Zucchini Clear Soup,Indian,Vegetarian
2066,Khakhra Chutney,Indian,Vegetarian
2067,Cream of Olive Soup and Parsley,American,Vegetarian
2068,Vepam Poo Pachadi,Indian,Festive
2069,Vegetable Chettinadu,Indian,Vegetarian
2070,Washer Man's Pie,Anglo-Indian,Kid-Friendly
2071,Simple Sarson Ka Saag,Indian,Vegetarian
2072,Warm Spinach Salad on Croutes,Indian,Vegetarian
2073,Zucchini - Courgette Crown Bread,Indian,Kid-Friendly
2074,Veg Parathas,Indian,Vegetarian
2075,Watermelon Slush with Ice Cream,Continental,Kid-Friendly
2076,Yam Side Dish,Anglo-Indian,Vegetarian
2077,White Radish Dal,Indian,Vegetarian
2078,Chicken & Potato Stew,Anglo-Indian,Non-Vegetarian
2079,Nutritious Cabbage paratha,Indian,Vegetarian
2080,Chicken Gravy with Egg,Indian,Non-Vegetarian
2081,Wholesome Aloo-Pyaaz,Indian,Vegetarian
2082,Yogurt Chicken with Spices,Indian,Non-Vegetarian
2083,Ugadi Pachadi,Indian,Vegetarian
2084,Yellow Dal Fry,Indian,Vegetarian
2085,Diet Salad,Indian,Low-Fat
2086,Vegetables in Onion Masala,Indian,Vegetarian
2087,Vegetable arhar dal,Indian,Vegetarian
2088,Watermelon Delight,Anglo-Indian,Kid-Friendly
2089,Wok Fried Chilli Prawns,Chinese,Non-Vegetarian
2090,Very Veggie Bread Upma,Indian,Vegetarian
2091,Zucchini Stir Fry,Indian,Festive
2092,Vattal Kozhambu,Indian,Vegetarian
2093,Varyoon Patata,Indian,Vegetarian
2094,Aloo Jeera Fry,Indian,Vegetarian
2095,Traditional Vegetable Jhalfrazie,Indian,Vegetarian
2096,Tuna Stuffed Bell Peppers,Continental,Non-Vegetarian
2097,Easy Aloo Paratha,Indian,Vegetarian
2098,Wheat Bread Sandwiches,Continental,Kid-Friendly
2099,Fantastic Taco Casserole,American,Vegetarian
2100,Barbari Bread,Iranian,Vegetarian
2101,Coconut Cookies with vanilla essence,Anglo-Indian,Kid-Friendly
2102,Quick Aloo Paratha,Indian,Vegetarian
2103,Orange Cream Coffee,American,Vegetarian
2104,Twisted Lime Drink,Indian,Vegetarian
2105,Almond Mysore-pak,Indian,Festive
2106,White Butter Chicken,Indian,Non-Vegetarian
2107,Chicken Buffad (Christmas Stew),Anglo-Indian,Non-Vegetarian
2108,Almond and Squash Kheer,Indian,Festive
2109,Egg Indad,Indian,Non-Vegetarian
2110,White Pumpkin Subji,Indian,Vegetarian
2111,Traditional Vegetable Patholi,Indian,Vegetarian
2112,Vegetable Macaroni,Italian,Vegetarian
2113,Zero Oil Bake Potato Chips,Continental,Vegetarian
2114,Ande ka kabab,Anglo-Indian,Non-Vegetarian
2115,Yummy Crushed Lemon Pickle,Indian,Vegetarian
2116,Sago Pancake,Indian,Kid-Friendly
2117,Trifle Khubani (Apricots),Indian,Kid-Friendly
2118,Traditional Pal Payasam,Indian,Festive
2119,Vegetable Chandni,Indian,Kid-Friendly
2120,Veg Cheese Toast Sandwich,Indian,Kid-Friendly
2121,Zarda (sweet yellow rice),Indian,Kid-Friendly
2122,Pista Burfi,Indian,Festive
2123,Varutharacha Meen Curry,Indian,Non-Vegetarian
2124,Special Tomato Sambal,Indian,Vegetarian
2125,American Walnut Brownies,American,Kid-Friendly
2126,Spinach Raita,Indian,Vegetarian
2127,Alsa (Hareesa),Arab,Non-Vegetarian
